"Time","Sex","a0-4","a5-9","a10-14","a15-19","a20-24","a25-29","a30-34","a35-39","a40-44","a45-49","a50-54","a55-59","a60-64","a65-69","a70-74","a75-79","a80+","a80-84","a85-89","a90-94","a95-99","a100+"
"2026","Male","4,706667864","4,731272194","4,597821196","4,546913994","4,885471435","5,629958589","6,273078065","6,955025941","6,715229454","6,142513609","6,196211625","7,883083387","8,182925336","6,883407313","5,386539198","3,999563386","3,169778441","2,197647238","0,768124394","0,138546627","0,010220713","0"
"2027","Female","4,340342372","4,405059673","4,309059942","4,258626571","4,532380271","5,145613926","5,735449418","6,452410924","6,534775339","5,990282796","5,872984491","7,302211054","8,120012876","7,27077728","6,10584906","4,754895837","3,850662548","3,124370604","1,483441115","0,364787927","0,046005977","0"
"2027","Male","4,686855019","4,752927089","4,63652211","4,563627528","4,823977948","5,51004186","6,186189928","6,867802881","6,843679812","6,230994122","6,06572434","7,473796175","8,230586883","7,118583616","5,557951659","4,109398928","3,111397171","2,187095243","0,869439499","0,16198987","0,011418318","0"
"2028","Female","4,320586424","4,421496388","4,344130078","4,284115521","4,490480185","5,055342737","5,674143366","6,317002238","6,634280095","6,105263244","5,827991085","6,875143872","8,128204444","7,475883384","6,252567986","4,955308055","3,785803289","3,028900407","1,586295501","0,389873396","0,047188303","0"
"2028","Male","4,662394435","4,767633159","4,673189158","4,587015545","4,777030657","5,390055983","6,109768824","6,745400204","6,95763339","6,345067257","6,01875281","7,024174654","8,221465571","7,348519727","5,740479299","4,257322222","3,075442514","2,156425108","0,947035556","0,182547698","0,012646229","0"
"2029","Female","4,296632394","4,432372407","4,375813667","4,309501096","4,459310986","4,971943172","5,611818081","6,181810593","6,695013277","6,230950451","5,830280306","6,486350618","8,051549238","7,65629762","6,416706531","5,166819999","3,784072422","2,951723038","1,64821932","0,394673898","0,048140885","0"
"2029","Male","4,633942429","4,776403173","4,707021202","4,612166914","4,742928079","5,28032026","6,028651222","6,619643346","7,0348421","6,473881272","6,021694848","6,620117421","8,12761429","7,547729766","5,942880505","4,426223919","3,083442297","2,129163852","0,988868721","0,188603219","0,013861165","0"
"2030","Female","4,267652638","4,439196169","4,403465565","4,332397186","4,43863464","4,898765578","5,538817195","6,069293513","6,704930016","6,356916922","5,859380432","6,189949974","7,874479492","7,795472586","6,607190209","5,368172592","3,85825453","2,916290637","1,668495814","0,363167151","0,049077163","0"
"2030","Male","4,6004722","4,78111556","4,736847382","4,636775842","4,719849326","5,186633596","5,934100819","6,511095993","7,062155431","6,607997447","6,052571152","6,315914466","7,936494947","7,699205326","6,167551932","4,60663544","3,144923015","2,116824444","0,997540406","0,17025088","0,015044398","0"
"2031","Female","4,223839398","4,438777602","4,439653561","4,379859085","4,443287706","4,832845857","5,453582448","5,972461626","6,662324193","6,479900246","5,920775203","5,979659936","7,599846748","7,887685033","6,791423215","5,511371628","3,930800859","2,854637841","1,721580907","0,425723444","0,049963462","0"
"2031","Male","4,550371856","4,776829467","4,772113444","4,684151506","4,722098523","5,105915896","5,823481628","6,410496146","7,033815186","6,738210552","6,110544311","6,096794572","7,642290312","7,791381053","6,382829468","4,756426153","3,207827378","2,10450672","1,062919735","0,210858837","0,016137256","0"
"2032","Female","4,189488323","4,427025332","4,467367961","4,42418842","4,462160511","4,77887008","5,364216366","5,898464407","6,56397158","6,600546963","6,015502733","5,861190669","7,227074386","7,953207867","6,995619581","5,651662729","4,067496274","2,788365519","1,694528131","0,518311554","0,050740612","0"
"2032","Male","4,510193779","4,760892692","4,798690306","4,72934219","4,738778061","5,043183934","5,70576169","6,327308786","6,950868539","6,870330243","6,202752829","5,975049392","7,253670191","7,849736744","6,614257682","4,917862773","3,308435346","2,08007194","1,075293157","0,270360463","0,017159261","0"
"2033","Female","4,161515612","4,405709778","4,487549079","4,462681238","4,490983048","4,738971762","5,275566342","5,839564914","6,431427279","6,703920835","6,134007801","5,820195296","6,810453738","7,969668784","7,202591715","5,79991334","4,248337677","2,741137413","1,641282359","0,582702693","0,051819296","0"
"2033","Male","4,476669044","4,734944852","4,81747541","4,769501461","4,765657734","4,998834816","5,588257195","6,254155214","6,832807277","6,988467144","6,320582009","5,934143387","6,82646919","7,85491612","6,843540657","5,096346307","3,440423855","2,061734837","1,063732393","0,313043379","0,018297717","0"
"2034","Female","4,135408351","4,378690905","4,499217274","4,493904497","4,523401076","4,714210257","5,194636102","5,779652406","6,29916546","6,768764581","6,263495685","5,826434903","6,43261264","7,903827868","7,388922292","5,973052536","4,445568401","2,746754461","1,591348956","0,58720007","0,05373128","0"
"2034","Male","4,445379855","4,703088928","4,827688526","4,802873593","4,79706233","4,971269612","5,481778498","6,176199821","6,711393021","7,070271802","6,453260056","5,942110403","6,444057657","7,778388286","7,046376124","5,299785898","3,594510352","2,075251917","1,041576533","0,317874625","0,019802163","0"
"2035","Female","4,106667353","4,35131749","4,500291432","4,5174812","4,553686284","4,703177303","5,125529488","5,708595442","6,188670872","6,781762775","6,392595752","5,85899438","6,145661253","7,738466457","7,537449831","6,176389692","4,64342702","2,826390141","1,560472127","0,526170517","0,056803189","0"
"2035","Male","4,412126866","4,671223475","4,827493044","4,828938637","4,82805796","4,957653135","5,393057795","6,084719682","6,606549083","7,101844702","6,590941121","5,977731013","6,158161224","7,606842568","7,206114867","5,528674628","3,765682924","2,134220431","1,020154351","0,277983057","0,021829438","0"
