"code","nom","visa_free","visa_arrival","visa_eTA"
"CH","Switzerland","AL_AD_AG_AR_AM_AT_BS_BB_BE_BZ_BO_BA_BW_BR_BN_BG_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GM_GE_DE_GR_GD_GT_GY_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_JP_KZ_KI_RK_KG_LA_LV_LS_LI_LT_LU_MO_MK_MY_MT_MH_MU_MX_MD_MC_ME_MA_NA_NL_NZ_NI_NO_PA_PY_PE_PH_PL_PT_QA_RO_SM_SN_RS_SG_SK_SI_SB_ZA_KR_ES_KN_LC_SZ_SE_TW_TH_TL_TO_TT_TN_TR_TV_UA_AE_UY_VU_VA_VE_UK_BY_FM_PS_VC_ST","BD_BF_KH_CV_KM_DJ_EG_ET_GW_IR_JO_KE_KW_LB_MG_MW_MV_MR_MZ_NP_OM_PW_PG_WS_SC_SR_TJ_TZ_TG_UG_ZM_ZW_BJ_RW_SO_BH","AU_CA_LK_US_CI_IN"
"SY","Syria","DM_EC_HT_IR_MY_MR_FM_PS_SD","CV_KH_BO_BD_KM_DJ_GW_LB_MO_MG_MV_MZ_PW_RW_WS_SC_SO_TZ_TL_TG_TV_UG_YE","CI"
"TW","Taiwan","BG_BA_BZ_BE_AT_AL_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GM_DE_GR_GT_HT_HN_HU_IS_ID_IE_IL_IT_JP_KI_RK_LV_LI_AD_LT_LU_MO_MK_MY_MT_FM_MC_ME_NL_NZ_NI_NO_PS_PA_PY_PE_PL_PT_RO_SM_SG_SK_SI_KR_ES_KN_LC_VC_SZ_SE_CH_UK_VU_VA","CV_KH_BF_BN_BO_BJ_BD_AM_CN_KM_DJ_EG_ET_GW_IR_JO_KE_LA_MG_MW_MV_MH_MR_MU_MZ_NR_NP_OM_PW_PG_QA_RW_WS_SC_SB_SO_TZ_TH_TL_TG_TV_UG_UA","CA_AU_CI_IN_PH_LK_US"
"TJ","Tajikistan","BY_BB_AZ_AM_AG_DM_EC_GE_HT_ID_KZ_KG_MY_FM_MD_NA_PS_PH_RU_VC_TR_UA","CV_KH_BO_BJ_BD_KM_DJ_GW_IR_JM_JO_LA_LB_MO_MG_MV_MH_MR_MU_MZ_NP_NI_PW_RW_WS_SC_SO_TL_TG_TV_UG_ZW","CI_IN_LK"
"TZ","Tanzania","SG_AG_BS_BD_BB_BZ_BJ_BW_BI_DM_EC_FJ_GM_GD_GN_HT_HK_ID_JM_KE_LS_MO_MW_MY_MU_FM_MZ_NA_PH_RW_ZA_KN_LC_VC_SZ_UG_VU_ZM_ZW","BO_KH_CV_KM_CD_DJ_GH_GW_LA_MG_MV_MR_NP_NI_PW_WS_SC_SO_TL_TG_TR_TV_SS_IR","CI_IN_LK"
"TH","Thailand","KH_BN_BR_AR_CL_DM_DO_EC_FJ_GE_HT_HK_ID_JP_LA_MO_MY_FM_MN_MM_PS_PA_PE_PH_QA_RU_SN_SG_ZA_KR_VC_TW_TR_VU_VN","CV_BO_BJ_AM_BH_KM_DJ_ET_GW_IR_JO_KE_KG_MG_MW_MV_MH_MR_MU_MZ_NP_NI_OM_PW_PG_RW_WS_SC_SB_SO_LC_TJ_TZ_TL_TG_TV_UG_ZM","CI_IN_LK"
"TL","Timor-Leste","BG_BA_BE_BB_AT_HR_CY_CZ_DK_DM_EC_EE_FI_FR_GM_DE_GR_HT_HK_HU_IS_ID_IT_RK_LV_LI_AD_LT_LU_MY_MT_FM_MC_ME_NL_NO_PS_PL_PT_RO_SM_ST_SN_SG_SK_SI_ES_VC_SZ_SE_CH_UK_VA","CV_KH_BO_BJ_BD_AM_KM_DJ_EG_GW_IR_JO_KE_LA_MO_MG_MW_MV_MR_MU_MZ_NP_PW_RW_WS_SC_SO_LC_TZ_TG_TV_UG_UA","CI_IN_LK"
"TG","Togo","BJ_BF_CV_TD_CI_DM_EC_GM_GH_GN_GW_HT_ID_LR_MY_ML_FM_NE_NG_PH_SN_SL_VC_SG","BD_BO_KH_KM_CG_DJ_KE_LA_MO_MG_MV_MR_MU_MZ_NP_NI_PW_RW_WS_SC_SO_LC_TZ_TL_TR_TV_UG_IR","LK"
"TO","Tonga","BG_BW_BA_BZ_BE_BB_BD_BS_AT_CL_CN_CR_HR_CY_CZ_DK_DM_DO_EC_EE_FJ_FI_FR_GM_DE_GR_GD_HT_HK_HU_IS_ID_IE_IL_IT_JM_KE_KI_RK_LV_LS_LI_AD_LT_LU_MY_MT_MU_FM_MC_NL_NO_PK_PS_PA_PE_PL_PT_RO_SM_SG_SK_SI_KR_ES_KN_LC_VC_SZ_SE_CH_TZ_TT_UG_UK_VU_VA_ZM_ZW","CV_KH_BO_BJ_AM_KM_DJ_EG_GW_IR_JO_MO_MG_MW_MV_MH_MR_MZ_NR_NP_NI_PW_PG_RW_WS_SC_SB_SO_TL_TG_TV","CI_IN_LK"
"TT","Trinidad and Tobago","AG_AR_AT_BS_BB_BE_BZ_BA_BW_BR_BG_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GM_DE_GH_GR_GD_GT_GY_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_KE_KI_RK_LV_LS_LI_LT_LU_MW_MY_MT_MU_MX_FM_MC_ME_NL_NI_NO_PK_PS_PA_PE_PH_PL_PT_RO_SM_SK_SI_ZA_KR_ES_KN_LC_VC_SR_SZ_SE_CH_TZ_TR_UK_UY_VU_VA_VE_ZM_ZW_AD_SG","AM_BD_BJ_BO_KH_CV_KM_DJ_EG_GW_IR_LA_MO_MG_MV_MR_MZ_NP_PW_RW_WS_SC_SB_SO_TL_TG_TV_UG_UA_JO","CI_IN_LK"
"TN","Tunisia","DZ_BB_BZ_BJ_BR_CI_DM_EC_GQ_FJ_GA_GN_HT_HK_ID_JP_KI_LY_MY_ML_MR_MU_FM_MA_NE_PS_PH_SN_RS_KR_VC_TR_VU","BD_BO_BF_KH_CV_KM_DJ_GH_GW_JO_KE_LA_LB_MO_MG_MV_MZ_NP_NI_PW_RW_WS_SC_SO_TJ_TZ_TL_TG_TV_UG_IR","LK"
"TR","Turkey","AL_AG_AR_BS_BB_BY_BZ_BO_BA_BW_BR_BN_CL_CO_CR_DM_DO_EC_SV_FJ_GM_GE_GT_HT_HN_HK_ID_IR_IQ_JM_JP_JO_KZ_RK_KG_MO_MK_MY_MU_FM_MD_MN_ME_MA_NI_PS_PA_PY_PE_PH_QA_ST_SN_RS_SG_ZA_KR_KN_LC_VC_SZ_TH_TT_TN_UA_UY_UZ_VU_VE","BH_AM_AZ_BD_BJ_KH_CV_KM_DJ_GA_GW_KE_KW_LB_LY_MG_MV_MH_MR_MZ_NP_OM_PW_RW_WS_SC_SO_SD_SR_TW_TJ_TZ_TL_TG_TO_TV_UG_ZM_ZW","CI_MX_LK"
"TM","Turkmenistan","BB_AG_DM_EC_GM_GE_HT_ID_MY_FM_NA_PS_PH_VC_TR","CV_KH_BO_BJ_BD_AM_KM_DJ_GW_IR_JM_JO_KE_LA_LB_MO_MG_MV_MH_MR_MU_MZ_NP_NI_PW_RW_WS_SC_SO_TJ_TL_TG_TV_UG_ZW","CI_LK"
"TV","Tuvalu","BG_BW_BA_BZ_BE_BB_BS_AT_AG_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GM_DE_GR_GD_GT_HT_HN_HK_HU_IS_ID_IE_IT_JM_KE_KI_RK_LV_LS_LI_AD_LT_LU_MW_MY_MT_MU_FM_MC_NL_NI_NO_PS_PA_PE_PL_PT_RO_SM_SN_SG_SK_SI_KR_ES_KN_LC_VC_SZ_SE_CH_TZ_TT_UK_VU_VA_ZM_ZW","CV_KH_BO_BJ_BD_AM_KM_DJ_EG_GW_IR_JO_LA_MO_MG_MV_MH_MR_MZ_NR_NP_PW_PG_PH_RW_WS_SC_SB_SO_TL_TG_TO_UG_UA","CI_IN_LK"
"UG","Uganda","AG_BS_BB_BZ_BJ_BW_BI_DM_EC_ER_FJ_GM_GD_HT_HK_ID_JM_KE_LS_MW_MY_MU_FM_PH_RW_SN_KN_VC_SZ_TZ_VU_ZM_ZW_SG","BD_BO_KH_CV_KM_DJ_GH_GW_LA_MO_MG_MV_MR_MZ_NP_NI_PW_WS_SC_SO_LC_TL_TG_TR_TV_SS_IR","CI"
"UA","Ukraine","AL_AG_AR_AM_AT_AZ_BB_BY_BE_BA_BR_BN_BG_CL_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GE_DE_GR_GT_HT_HN_HK_HU_IS_ID_IL_IT_JM_KZ_KG_LV_LI_LT_LU_MK_MY_MT_MU_FM_MD_MC_MN_ME_NA_NL_NI_NO_PS_PA_PY_PE_PL_PT_QA_RO_RU_SM_SN_RS_SK_SI_ES_KN_VC_SZ_SE_CH_TJ_TR_AE_UZ_VU_VA_AD","BD_BJ_BO_KH_CV_KM_DJ_EG_GW_IR_JO_KE_LA_LB_MO_MG_MV_MH_MR_MZ_NP_PW_RW_WS_SC_SO_TZ_TH_TL_TG_TO_TV_UG_ZM_ZW","CI_IN_MX_LK"
"AE","United Arab Emirates","TD_BF_BG_BN_BW_BA_BE_BY_BH_BS_AT_AR_AL_CL_CN_CO_CR_HR_CY_CZ_DK_DM_DO_EC_EG_SV_EE_FJ_FI_FR_GM_GE_DE_GR_GD_GT_HT_HK_HU_IS_ID_IE_IT_JO_KZ_RK_KW_KG_LV_LB_LI_AD_LT_LU_MK_MY_ML_MT_MU_FM_MD_MC_ME_MA_NR_NL_NZ_NI_NO_OM_PS_PA_PH_PL_PT_QA_RO_SM_ST_SA_SN_RS_SC_SG_SK_SI_SB_KR_ES_KN_LC_VC_SD_SZ_SE_CH_SY_TH_TN_UA_VU_VA","CV_KH_BO_BJ_BD_AZ_AM_KM_DJ_GA_GW_IR_KE_LA_MO_MG_MV_MH_MR_MZ_NP_PW_PY_RW_WS_SO_TJ_TZ_TL_TG_TR_TV_UG_YE_ZM_ZW","CI_IN_LK_UK"
"UK","United Kingdom","AL_AD_AG_AR_AM_AT_BS_BB_BE_BZ_BO_BA_BW_BR_BN_BG_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GM_GE_DE_GR_GD_GT_GY_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_JP_KZ_KI_RK_KG_LV_LS_LI_LT_LU_MO_MK_MY_MT_MU_MX_MD_MC_ME_MA_NA_NL_NZ_NI_NO_PA_PY_PE_PH_PL_PT_QA_RO_SM_SG_SN_RS_SK_SI_ZA_KR_ES_KN_LC_VC_SZ_SE_CH_TW_TH_TT_TN_UA_UY_VU_VA_VE_VN_ZM_BY_FM_PS_ST","BD_BF_KH_CV_KM_DJ_EG_ET_GW_JO_KE_KW_LA_LB_MG_MW_MV_MH_MR_MZ_NP_OM_PW_PG_RW_WS_SC_SB_SR_TJ_TZ_TL_TG_TO_TR_TV_UG_AE_ZW_BJ_GA_SO_BH","AU_CA_LK_US_CI_IN"
"US","United States of America","AL_AG_AR_AM_AT_BS_BB_BY_BE_BZ_BA_BW_BN_BG_CA_CF_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_GQ_EE_FJ_FI_FR_GE_DE_GR_GD_GT_GY_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_JP_KZ_KI_RK_KG_LV_LS_LI_LT_LU_MO_MK_MY_MT_MH_MU_MX_FM_MD_MC_MN_ME_MA_NA_NL_NZ_NI_NO_PW_PS_PA_PE_PH_PL_PT_QA_RO_SM_ST_SN_RS_SK_SI_ZA_KR_ES_KN_LC_VC_SZ_SE_CH_TW_TH_TT_TN_UA_UK_UY_VU_VA_AD_SG","BD_BJ_BO_BF_KH_CV_KM_DJ_EG_ET_GA_GM_GW_KE_KW_LA_LB_MG_MW_MV_MR_MZ_NP_OM_PG_PY_RW_WS_SC_SB_SO_SR_TJ_TZ_TL_TG_TO_TR_TV_UG_AE_ZM_ZW_JO_BH","AU_CI_IN_LK"
"UY","Uruguay","AL_AR_AM_AT_BS_BB_BY_BE_BZ_BO_BA_BW_BR_BG_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GE_DE_GR_GT_GY_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_JP_RK_LV_LI_LT_LU_MO_MK_MY_MT_MX_FM_MC_ME_NL_NZ_NI_NO_PS_PA_PY_PE_PH_PL_PT_QA_RO_RU_SM_RS_SK_SI_ZA_KR_ES_KN_LC_VC_SZ_SE_CH_TT_TR_UK_VU_VA_VE_AD_SG","BD_BJ_KH_CV_KM_DJ_EG_GW_IR_KE_LA_MG_MW_MV_MH_MR_MU_MZ_NP_OM_PW_PG_RW_WS_SC_SO_SR_TZ_TL_TG_TV_UG_ZM_ZW_JO_BH","CI_IN_LK"
"UZ","Uzbekistan","BY_BB_AZ_AM_AG_DM_EC_GE_HT_ID_KZ_KG_MY_FM_MD_NA_PS_PH_RU_VC_TJ_TR_UA","CV_KH_BO_BJ_KM_DJ_GW_IR_JM_JO_KE_LA_LB_MO_MG_MV_MR_MU_MZ_NP_NI_PW_RW_WS_SC_SO_TH_TL_TG_TV_UG_ZW","CI_IN_LK"
"VU","Vanuatu","BG_BW_BA_BZ_BE_BY_BB_BS_AT_AG_CR_HR_CY_CZ_DK_DM_DO_EC_SV_EE_FJ_FI_FR_GM_DE_GR_GD_GT_HT_HN_HK_HU_IS_ID_IE_IL_IT_JM_KE_KI_RK_LV_LS_LI_AD_LT_LU_MY_MT_MU_FM_MC_ME_NL_NI_NO_PS_PA_PE_PH_PL_PT_RO_RU_SM_SN_SG_SK_SI_ES_KN_LC_VC_SZ_SE_CH_TZ_TT_UG_UK_VA_ZM_ZW","CV_KH_BO_BJ_BD_AM_KM_DJ_EG_GW_IR_JO_LA_MO_MG_MW_MV_MH_MR_MZ_NR_NP_PW_PG_RW_WS_SC_SB_SO_TL_TG_TO_TV_UA","CI_IN_LK"
"VA","Vatican City","AL_AD_AG_AR_AM_AT_BS_BE_BZ_BO_BA_BW_BR_BG_CL_CO_CR_HR_CY_CZ_DK_DO_EC_SV_EE_FJ_FI_FR_GM_GE_DE_GR_GD_GT_HT_HN_HK_HU_IS_ID_IE_IL_IT_RK_KG_LV_LI_LT_LU_MK_MY_MT_MU_MD_MC_ME_NL_NZ_NI_NO_PA_PE_PH_PL_PT_QA_RO_SM_SN_RS_SK_SI_KR_ES_KN_SZ_SE_CH_TW_TN_TR_UA_VU_UK_BY_FM_PS_VC_SG_DM_ST","ZM_BD_KH_CV_KM_DJ_EG_GW_IR_JO_KE_KW_LA_MO_MG_MW_MV_MH_MR_MZ_NP_OM_PW_PG_WS_SC_TJ_TZ_TL_TG_TV_UG_AE_ZW_BJ_RW_SO_BH","AU_CA_LK_CI_IN"
"VE","Venezuela","AL_AG_AR_AT_BS_BB_BY_BE_BZ_BO_BA_BW_BR_BG_CL_CO_CR_HR_CY_CZ_DK_DM_DO_EC_EE_FJ_FI_FR_GM_DE_GR_GD_GT_HT_HK_HU_IS_ID_IR_IT_JM_RK_LV_LI_LT_LU_MK_MY_MT_MX_FM_MC_ME_MA_NL_NO_PS_PY_PE_PH_PL_PT_QA_RO_RU_SM_SK_ZA_KR_ES_KN_LC_VC_SE_CH_TT_TR_UY_VA_AD_SI_SG","AM_BD_BJ_BF_KH_CV_KM_DJ_EG_GW_KE_KG_LA_LB_MO_MG_MW_MV_MR_MU_MZ_NP_OM_PW_RW_WS_SC_SO_SR_TJ_TZ_TL_TG_TV_UG_ZM_ZW_JO_BH","CI_IN_LK"
"VN","Viet Nam","KH_BN_CL_DM_EC_HT_ID_KG_LA_MY_FM_MM_PS_PA_PH_SG_VC_TH","CV_BO_BJ_KM_DJ_GW_IR_KE_KW_MG_MW_MV_MH_MR_MU_MZ_NP_PW_RW_WS_SC_SO_LC_TJ_TZ_TL_TG_TV_UG_ZM","CI_IN_LK"
"YE","Yemen","DM_EC_HT_MY_FM_PS_VC_SD","CV_KH_BO_BJ_KM_DJ_EG_GW_IR_LA_LB_MO_MG_MV_MR_MZ_NP_PW_RW_WS_SC_SO_TJ_TZ_TL_TG_TR_TV_UG","CI_LK"
"ZM","Zambia","AG_BS_BD_BB_BZ_BJ_BW_DM_EC_FJ_GM_GD_HT_HK_ID_JM_KE_KI_LS_MW_MY_MU_FM_MZ_NA_PH_SN_ZA_KN_LC_VC_SZ_TZ_TT_UG_VU_ZW_SG","BO_KH_CV_KM_DJ_GH_GW_MO_MG_MV_MR_NP_NI_PW_RW_WS_SC_SO_TL_TG_TV_IR","CI_IN_LK"
"ZW","Zimbabwe","BS_BB_BZ_BJ_BW_CD_DM_EC_FJ_GM_HT_HK_ID_KE_KI_LS_MW_MY_MU_FM_MZ_NA_PS_PH_SN_ZA_KN_VC_SZ_TT_UG_VU_ZM_SG","BD_BO_KH_CV_KM_DJ_GH_GW_JO_MO_MG_MV_MR_NI_PW_RW_WS_SC_SO_LC_TZ_TL_TG_TR_TV_IR","CI_IN_LK"
